MJ331,LFIX,,CBAF,M66,33MU 24-10-43 405ARF 8-11-43 412S 21-11-43 FTR over enemy territory 29-11-43 FH19.5 F/O J A Robertson killed
MJ332,LFIX,,CBAF,M66,33MU 24-10-43 GAL 8-8-44 84GSU 25-8-44 308S 19-10-44 CAC ops 5-12-44 409RSU 14-12-44 sold BAF 18-11-47 as SM-14
MJ333,LFIX,,CBAF,M66,33MU 24-10-43 129S 8-11-43 453S 15-6-44 421S 26-7-44 410RSU 28-9-44 Miles Aircraft 5-10-44 MedAAF 16-2-45 RHAF 31-7-47
MJ334,LFIX,,CBAF,M66,33MU 25-10-43 411ARF 17-11-43 412S 22-6-44 410RSU 12-7-44 443S 5-10-44 CAC ops 23-10-44 411S Engine cut on take-off bellylanded Wunstorf 20-4-45
MJ335,LFIX,,CBAF,M66,9MU 31-10-43 52MU 2-11-43 SS268 20-12-44 Hapmat 9-1-45 USSR
MJ336,LFIX,,CBAF,M66,9MU 31-10-43 82MU 14-11-43 Empire Archer 12-12-44 Hapmat 9-1-45 USSR
MJ337,LFIX,,CBAF,M66,9MU 2-11-43 82MU 13-11-44 Empire Archer 12-12-44 Hapmat 9-1-45 USSR
MJ338,LFIX,,CBAF,M66,"9MU 31-10-43 3501SU 13-6-44 229S 28-6-44 359S Ramrod to Caen forcelanded in allied territory CAC 7-7-44 ros AGT Gatwick 2-9-44 453S ""FU-R"" 26-10-44 2APU Filton 2-6-45 MedAAF 25-6-45 SOC 26-9-46"
MJ339,LFIX,,CBAF,M66,33MU 3-11-43 405ARF 13-11-43 FACB 13-5-44 602S Crash-landed on Normandy beach in the middle of a battle 7-6-44 ASTH 30-7-44 1ATC 10-8-44 MedAAF 7-4-45 SOC 30-8-45
MJ340,LFIX,,CBAF,M66,9MU 2-11-43 83GSU 28-8-44 443S 5-10-44 401S 1-2-45 130S 17-5-45 Westland 18-6-45 sold scrap R.J.Coley 3-2-50
MJ341,LFIX,,CBAF,M66,"AST 33MU 7-3-45 MMO 21-3-45 Armee de l""Air 31-7-46"
MJ342,LFIX,,CBAF,M66,"9MU 16-11-43 GAL 25-3-44 84GSU 12-9-44 308S ""ZF-O"" 19-10-44 Hit by flak while dive-bombing nr Deventer 3-2-45"
MJ343,LFIX,,CBAF,M66,"9MU 29-11-43 3501SU 13-6-44 322S ""VL-G"" ""3W-D"" Hit by flak and abandoned nr Ghent 1-9-44"
MJ344,LFIX,,CBAF,M66,9MU 29-11-43 313S FACE 26-4-44 441S 405RSU 403S 15-10-44 CB ops 19-11-44 AST sold Turkey 17-1-47
MJ345,LFIX,,CBAF,M66,"39MU 22-11-43 222MU 6-12-43 Fanad Head 24-12-43 Casablanca 8-1-44 MedAAF 31-1-44 81RSU 12-4-45 326S 10-5-45 Armee de l""Air 27-11-45"
MJ346,LFIX,,CBAF,M66,"9MU 14-11-43 222MU 26-5-44 83GSU 23-8-44 AST 27-9-44 411S 28-9-44 132S 5-10-44 326S 5-4-45 Armee de l""Air 4-12-45"
MJ347,LFIX,,CBAF,M66,39MU 23-11-43 416S 31-1-44 Dived into sea after engine failure on shipping recce Somme Estuary 1-6-44 W/O J R L N Guillot killed
MJ348,LFIX,,CBAF,M66,33MU 17-11-43 83GSU 13-3-44 127Wng HQ 22-6-44 403S 27-7-44 CB ops 14-8-44 410RSU 17-8-44 421S 5-10-44 327S 5-4-45 81RSU 3-5-45 SNCAN 17-5-45 GC1/1 crashed 3-12-48
MJ349,LFIX,,CBAF,M66,39MU 23-11-43 222MU 15-12-43 Fanad Head 24-12-43 Casablanca 8-1-44 MedAAF 31-1-44 USAAF 29-2-44 RAF 31-5-44 73S SOC 30-4-47
MJ350,LFIX,,CBAF,M66,33MU 17-11-43 84GSU 25-5-44 401S 22-6-44 410RSU 29-6-44 412S 6-7-44 Hit by flak and abandoned nr Falaise 14-8-44
MJ351,LFIX,,CBAF,M66,39MU 23-11-43 340S 13-2-44 84GSU 13-7-44 major repair 28-12-44 414S Hit by flak on PR mission to Dorsten 19-3-45
MJ352,LFIX,,CBAF,M66,39MU 23-11-43 421S 5-2-44 403S Abandoned in bad weather nr Slapton Sands Devon FACE 12-4-44
MJ353,LFIX,,CBAF,M66,"33MU 25-11-43 349S ""GE-J"" 16-2-44 CAC ops 11-6-44 GAL 15-12-44 mods 129S 17-5-45 sold BAF 17-8-47 as SM-2 written off 17-5-50"
MJ354,LFIX,,CBAF,M66,33MU 27-6-44 47MU 9-7-44 Sameon At Antan 17-7-44 Hapmat 27-7-44 USSR
MJ355,LFIXb,,CBAF,M66,33MU 25-11-43 405ARF 11-2-44 403S failed to pull out of dive bomb practise struck MJ820 CE 25-3-44 FH50.25
MJ356,LFIXb,,CBAF,M66,"39MU 23-11-43 421S 5-2-44 403S FTR ops 8-3-44 FH30 cancel recat AC 83GSU 3-3-45 Armee de l""Air crashed 1-2-49"
MJ357,LFIX,,CBAF,M66,33MU 25-11-43 222MU 20-1-44 Eurybates 2-3-44 Hapmat 23-4-44 Basrah 6-5-44 USSR
MJ358,LFIX,,CBAF,M66,39MU 23-11-43 222MU 15-12-43 Fanad Head 24-12-43 Casablanca 8-1-44 MedAAF 31-1-44 CE ops 1-7-44 recat A 28-4-45 to ItalianAF 30-5-46 as MM4021
MJ359,LFIX,,CBAF,M66,[45MU 8-5-44 AST 26-5-44 410RSU 6-8-44 FACE 15-8-44] 302S Wings wrinkled on dive-bombing mission 17-2-45 SOC
MJ360,LFIX,,CBAF,M66,"9MU 29-11-43 222MU 26-5-44 322S 20-9-44 327S 5-4-45 Armee de l""Air 27-11-45 GC1/1"
MJ361,LFIX,,CBAF,M66,33MU 20-11-43 313S 16-2-44 84GSU 29-6-44 322S 16-8-44 AST 5-12-44 Cunliffe-Owen 15-5-45 mods 29MU 15-5-46 RNethAF 25-11-46 as H-20
MJ362,LFIX,,CBAF,M66,33MU 30-11-43 222MU 20-1-44 Eurybates 2-3-44 Hapmat 23-4-44 Basrah 6-5-44 USSR
MJ363,LFIX,,CBAF,M66,33MU 30-11-43 84GSU 24-3-44 341S 8-6-44 421RSU 29-6-44 341S 6-7-44 CAC ops 3-3-45 414S 22-3-45 39RecceWngUSAAF 26-4-45 130S 17-5-45 Throttle jammed bellylanded 3m N of Kjeller 2-11-45 dbr SOC 30-11-45
MJ364,LFIX,,CBAF,M66,442S engine fire on landing groundlooped u/c collapse Beny-sur-Mer dbr 15-8-44
MJ365,LFIX,,CBAF,M66,8MU 19-5-44 Miles Aircraft 6-6-44 308S 22-6-44 1ATC 24-8-44 MedAAF 26-2-45 Engine cut on recce crashlanded nr Foadinova 24-3-45 SOC 2-8-45
MJ366,LFIX,,CBAF,M66,33MU 30-11-43 443S 11-3-44 CAC ops 27-6-44 410RSU 29-6-44 453S 23-11-44 Farele 5-1-45 Casablanca 25-1-45 SOC 16-2-45 bboc 16-8-45 SOC 5-2-48
MJ367,LFIX,,CBAF,M66,33MU 2-12-43 82MU 23-12-43 City of Leeds 21-1-44 Casablanca 17-2-44 Hit by flak and crashlanded Orvieto 13-7-44 [CE ops 6-9-44]
MJ368,LFIX,,CBAF,M66,39MU 2-12-43 47MU Fanad Head 24-12-43 Casablanca 8-1-44 MedAAF 31-1-44 Hit by flak and crashlanded 13-7-44 SOC 18-8-44
MJ369,LFIX,,CBAF,M66,33MU 19-12-43 349S 16-2-44 ros 16-4-44 416S 28-9-44 Westland 2-3-45 sold Turkey 22-7-47
MJ382,LFIX,,CBAF,M66,9MU 6-11-43 GAL 31-8-44 83GSU 26-9-44 401S 18-11-44 CAC ops 19-11-44 HAL 129S 29-7-46 257S 3-10-46 FCCS 30-7-48 sold scrap J.Dale 30-6-49
MJ383,LFIX,,CBAF,M66,39MU 5-11-43 47MU 19-11-43 Fort George 4-12-43 Casablanca 22-12-43 FTR ops 27-9-44
MJ384,LFIX,,CBAF,M66,39MU 30-10-43 405ARF 11-11-43 411S 21-11-43 421S Missing on beach patrol over Normandy 17-6-44 W/O L W Love killed
MJ385,LFIX,,CBAF,M66,39MU 3-10-43 405ARF 12-11-43 401S Shot up Fw190 on an airfield but then shot down by flak and baled out over St.Omer 10-5-44
MJ386,LFIX,,CBAF,M66,9MU 5-11-43 83GSU 26-8-44 412S 14-9-44 FAAC 21-9-44 401S 28-9-44 CAC ops 29-1-45 ASTH sold Turkey 3-11-47
MJ387,LFIX,,CBAF,M66,9MU 3-11-43 83GSU 26-8-44 416S 28-9-44 Collided with MK559 and crashed CAC 22-11-44 F/O A W Collins killed/DoI 443S 14-12-44 Westland 8-10-45 sold Turkey 7-8-47
MJ388,LFIX,,CBAF,M66,slave eng install 9MU 3-11-43 229S FAAC 29-6-44 83GSU 29-8-44 403S 5-10-44 443S 14-12-44 411S 17-5-45 Westland 22-6-45 sold Turkey 10-4-47
MJ389,LFIX,,CBAF,M66,39MU 27-10-43 47MU 11-11-43 Fort George 4-12-43 Casablanca 22-12-43 USAAF 29-2-44 601S 31-5-44 Hit by flak nr Perugia FTR 16-6-44 SOC 30-6-44
MJ390,LFIX,,CBAF,M66,9MU 6-11-43 GAL 31-8-44 83GSU 26-9-44 401S 18-11-44 3BRU Engine cut on sweep crash-landed at Wunstorf 16-4-45 CE 17-9-45
MJ391,LFIX,,CBAF,M66,39MU 3-11-43 411ARF 12-11-43 317S 25-1-44 332S 8-6-44 GAL 29-11-44 mods MedAAF 15-3-45 Middle East 16-8-45 RHAF 27-2-47
MJ392,LFIX,,CBAF,M66,39MU 3-11-43 405ARF 12-11-43 421S 6-7-44 Scottish Aviation 10-10-44 MedAAF 15-4-45 NWAfrica 18-4-45 Middle East SOC 31-10-46
MJ393,LFIX,,CBAF,M66,9MU 3-11-43 83GSU 26-8-44 401S 21-9-44 412S FAAC 3-10-44 ros 453S 26-10-44 MedAAF 25-5-45 Middle East 23-8-45 32S engine failed on takeoff Ramat David Palestine CE 5-7-46 SOC 29-8-46
MJ394,LFIX,,CBAF,M66,9MU 5-11-43 83GSU 26-8-44 421S 7-9-44 Arnhem patrol Damaged by flak and crash-landed nr Venray 25-9-44
MJ395,LFIX,,CBAF,M66,"9MU 3-11-43 83GSU 23-5-44 317S 11-1-45 411RSU 29-3-45 326S 28-6-45 SNCAN 16-8-45 Armee de l""Air 27-11-45"
MJ396,LFIX,,CBAF,M66,9MU 6-11-43 Miles Aircraft 27-6-44 83GSU 1-8-44 308S 17-8-44 317S 22-3-45 ASTH 24-5-45 sold Turkey 20-3-47
MJ397,LFIX,,CBAF,M66,9MU 3-11-43 GAL 17-9-44 83GSU 9-10-44 442S Dive bombed bridge over Dortmund canal Damaged by bomb blast while attacking MT and abandoned nr Voghel 29-10-44
MJ398,LFIX,,CBAF,M66,39MU 3-11-43 132S 20-11-43 602S 15-6-44 453S 6-7-44 602S 20-7-44 force-landed after attack by Mustangs S of St.Pierre Falaise 17-8-44
MJ399,LFIX,,CBAF,M66,9MU 3-11-43 Miles Aircraft 27-6-44 83GSU 19-8-44 308S 14-9-44 Hit by flak during sweep 19-10-44 411RSU SOC 9-2-45
MJ400,LFIX,,CBAF,M66,9MU 5-11-43 82MU 13-11-44 Empire Archer 12-12-44 Hapmat 9-1-45 USSR
MJ401,LFIX,,CBAF,M66,33MU 3-11-43 82MU 11-11-43 Fort George 4-12-43 Casablanca 22-12-43 43S Damaged by Bf109s and abandoned nr Lake Bracciano 31-5-44
MJ402,LFIX,,CBAF,M66,9MU 3-11-43 CRD VA 18-4-44 9MU less mainplanes 23-4-44 ros 14-6-44 MedAAF 10-2-45 SOC 20-9-45
MJ403,LFIX,,CBAF,M66,"39MU 27-10-43 405ARF 8-11-43 412S 21-11-43 engine failed force-landed Seddlescombe nr Hastings 22-3-44 [132S ""FF-T"" Met flak nr Falaise and crash landed 15-8-44]"
MJ404,LFIX,,CBAF,M66,39MU 3-11-43 411ARF 2-12-43 Flt Refuel 3-11-43 ? mods RAF Southend 18-2-44 17APC Scottish Aviation 25-7-44 39MU 5-1-45 MedAAF 16-2-45 to ItalianAF 20-6-47 as MM4098
MJ405,LFIX,,CBAF,M66,slave eng install 9MU 3-11-43 83GSU 29-8-44 FACE 22-2-45
MJ406,LFIX,,CBAF,M66,33MU 3-11-43 47MU 14-11-43 Fort George 4-12-43 Casablanca 22-12-43 111S NFT
MJ407,LFIX,,CBAF,M66,39MU 3-11-43 47MU 15-11-43 Fanad Head 24-12-43 Casablanca 8-1-44 MedAAF 31-1-44 SOC 18-8-44
MJ408,LFIX,,CBAF,M66,"slave eng install 9MU 3-11-43 83GSU 7-10-44 327S 5-11-45 81RSU 12-4-45 ? Armee de l""Air 27-11-45 GC2/7"
MJ409,LFIX,,CBAF,M66,"9MU 6-11-43 441S 30-11-44 Westland 17-3-45 sold RNoAF 10-9-48 332skv ""A-CW"" 5-49 crashed Bardufoss 5-12-49 rtp"
MJ410,LFIX,,CBAF,M66,33MU 5-11-43 47MU 14-11-43 Fort George 4-12-43 Casablanca 22-12-43 601S Engine cut on approach Loreto 3-9-44 SOC 23-10-44
MJ411,LFIX,,CBAF,M66,9MU 5-11-43 GAL 18-8-44 84GSU 10-9-44 417S 23-9-44 1S FAAC 13-3-45 Collided with Spitfire during combat practice and spun into ground nr Hutton Cranswick FACE 3-8-45 SOC 24-8-45
MJ412,LFIX,,CBAF,M66,9MU 5-11-43 83GSU 26-8-44 416S 14-9-44 410RSU 28-9-44 Shot down by Fw190s 3m N of Arnhem 25-9-44 F/Lt E H W Treleaven killed To 402 Research and Eng Unit 10-46
MJ413,LFIX,,CBAF,M66,9MU 5-11-43 FACE 7-8-44
MJ414,LFIX,,CBAF,M66,9MU 5-11-43 83GSU 26-8-44 416S 23-9-44 MedAAF 10-3-45 SOC 20-9-45
MJ415,LFIX,,CBAF,M66,"9MU 5-11-43 322S 5-9-44 328S 5-4-45 81RSU 30-8-45 SNCAN 7-9-45 Armee de l""Air GC1/3"
MJ416,LFIX,,CBAF,M66,"33MU 5-11-43 47MU 15-11-43 Fanad Head 24-12-43 Casablanca 8-1-44 MedAAF 31-1-44 Middle East 2-8-45 Armee de l""Air 25-7-46"
MJ417,LFIX,,CBAF,M66,"39MU 5-11-43 411ARF 19-11-43 132S ""FF-S"" Missing from attack on V-1 site Pas de Calais 28-5-44 F/Sgt T C Turner killed"
MJ418,LFIX,,CBAF,M66,"9MU 3-11-43 GAL 8-8-44 84GSU 25-8-44 308S 19-10-44 FACB 19-1-45 ASTH SNCAN 5-7-45 sold RNoAF 16-6-47 332skv 3-49 ""A-BY"" hit truck Vaernes 30-8-50"
MJ419,LFIX,,CBAF,M66,9MU 5-11-43 3501SU 21-6-44 441S Abandoned nr Conde 6-8-44
MJ420,LFIX,,CBAF,M66,9MU 5-11-43 AST 31-5-44 441S 10-8-44 419RSU 20-8-44 511FRU 22-8-44 AST 29-8-44 MedAAF 7-2-45 SOC 13-12-45
MJ421,LFIX,,CBAF,M66,9MU 2-11-43 AFDU Cunliffe-Owen 7-4-45 mods CFE Tangmere 10-5-45 R-RH 20-6-45 HAL 22-10-45 sold BAF 26-8-47 as SM-9 written off 4-8-50
MJ422,LFIX,,CBAF,M66,9MU 5-11-43 3501SU 17-6-44 1S 22-6-44 Engine cut on flying bomb patrol abandoned 15m SE of Dungeness 30-7-44 F/Sgt G Tate killed
MJ423,LFIX,,CBAF,M66,"9MU 3-11-43 GAL 25-8-44 84GSU 14-9-44 317S 2-11-44 84ARF 22-3-45 327S 19-4-45 339Wng French 2-8-45 327S 9-8-45 328S 3-10-45 Armee de l""Air 4-12-45"
MJ424,LFIX,,CBAF,M66,9MU 3-11-43 405ARF 21-11-43 118S FACB 5-2-44 AST 350S CAC ops 14-7-44 ros AST 31-8-44 MedAAF 3-3-45 Engine lost power belly-landed 1m E of Tiglin Italy 13-7-45 SOC 19-7-45
MJ425,LFIX,,CBAF,M66,9MU 5-11-43 GAL 9-9-44 83GSU 30-9-44 442S 12-10-44 411S 22-3-45 130S 17-5-45 Westland 31-5-45 sold VA 8-12-49
MJ426,LFIX,,CBAF,M66,33MU 5-11-43 82MU 11-11-43 Fort George 4-12-43 Casablanca 22-12-43 CE ops 4-1-45 bboc MedAAF 21-6-45 SOC 14-3-46
MJ427,LFIX,,CBAF,M66,33MU 5-11-43 47MU 14-11-43 Fort George 4-12-43 Casablanca 22-12-43 MedAAF 21-6-45 SOC 20-9-45
MJ428,LFIX,,CBAF,M66,9MU 5-11-43 401S Shot down by Fw190 S of Caen 28-6-44 F/Sgt R D Davidson killed
MJ441,LFIX,,CBAF,M66,9MU 6-11-43 83GSU 29-8-44 442S 14-9-44 602S 28-9-44 1ADF Redhill Taxied into flying control van Cambrail Epinoy FAAC 8-1-45
MJ442,LFIX,,CBAF,M66,33MU 25-11-43 222MU 14-12-43 Fanad Head 24-12-43 Casablanca 8-1-44 MedAAF 31-1-44 Missing presumed shot down by Bf109s off Southern France 12-8-44
MJ443,LFIX,,CBAF,M66,"9MU 12-11-43 83GSU 23-8-44 421S 12-10-44 6MU 21-12-44 Swung on landing into snow bank Nancy 29-1-45 Armee de l""Air destroyed 12-10-50"
MJ444,LFIX,,CBAF,M66,9MU 5-11-43 83GSU 26-8-44 411S 21-9-44 410RSU 28-9-44 403S 19-10-44 443S 14-12-44 Hit by flak and abandoned nr St.Vith 18-1-45
MJ445,LFIX,,CBAF,M66,33MU 25-11-43 47MU Fanad Head 24-12-43 Casablanca 8-1-44 MedAAF 31-1-44 FAC3 16-2-45 SOC 31-3-45
MJ446,LFIX,,CBAF,M66,9MU 5-11-43 GAL 25-8-44 83GSU 18-9-44 441S CAC ops 25-9-44 419RSU 28-9-44 1FU Pershore 10-6-45 MedAAF 25-6-45 RHAF 27-2-47
MJ447,LFIX,,CBAF,M66,39MU 5-11-43 47MU 16-11-43 Fort George 4-12-43 Casablanca 22-12-43 71MU ros 27-2-44 USAAF RAF 31-5-44 SOC 18-8-44
MJ448,LFIX,,CBAF,M66,9MU 7-11-43 83GSU 29-8-44 401S 21-9-44 CB ops 1-3-45 ASTH sold Turkey 2-5-47
MJ449,LFIX,,CBAF,M66,39MU 8-11-43 222MU 19-11-43 Fort George 4-12-43 Casablanca 22-12-43 MedAAF 21-6-45 SOC 22-11-45
MJ450,LFIX,,CBAF,M66,39MU 7-11-43 411ARF 2-12-43 Flt Refuel Ltd 31-1-44 RAF Southend 18-2-44 17APC engine failed undershot Southend CE 19-4-44
MJ451,LFIX,,CBAF,M66,39MU 8-11-43 411ARF 19-11-43 443S 13-3-44 341S 15-6-44 84GSU 21-7-44 34Wng SU Prep Flt 27-7-44 [38S 4-1-45] CAAC 19-2-45 sold VA 30-10-46 Cv two seat trainer 26-5-48 RIAF as HS537
MJ452,LFIX,,CBAF,M66,"9MU 1-11-43 GAL 29-8-44 83GSU 9-9-44 412S ""VZ-L"" 23-11-44 130S 17-5-45 ASTH to 6081M 15-8-46 5SoTT 26-6-47 SOC rtga"
MJ453,LFIX,,CBAF,M66,9MU 29-11-43 222MU 26-5-44 GAL 25-8-44 83GSU 18-9-44 441S 28-9-44 Engine cut abandoned on bomber escort 16-11-44
MJ454,LFIX,,CBAF,M66,39MU 7-11-43 411ARF 2-12-43 411S 22-6-44 410RSU 29-6-44 64S Escorting Lancasters Missing from attack on ship Lezardrieux 5-8-44 F/Lt H J Meharry RNZAF killed
MJ455,LFIX,,CBAF,M66,33MU 16-11-43 443S 13-3-44 Engine cut crashlanded Magny 8-6-44
MJ456,LFIX,,CBAF,M66,"33MU 14-11-43 84GSU 5-5-44 412S 22-6-44 CAC ops AST 308S 4-1-45 317S 22-3-45 328S 31-5-45 327S 3-10-45 Armee de l""Air 4-12-45"
MJ457,LFIX,,CBAF,M66,"9MU 83GSU 29-8-44 401S 14-9-44 442S 28-9-44 602S 28-9-44 328S 17-5-45 Armee de l""Air 4-12-45"
MJ458,LFIX,,CBAF,M66,"9MU 13-11-43 Miles Aircraft 27-6-44 83GSU 19-8-44 302S 21-9-44 308S 5-10-44 411RSU 8-2-45 CB ops 24-2-45 317S 12-4-45 81RSU 31-5-45 326S 28-6-45 Armee de l""Air 4-12-45 GC2/1"
MJ459,LFIX,,CBAF,M66,9MU 7-11-43 82MU 11-11-44 Fort High 11-44 Hapmat 8-12-44 USSR
MJ460,LFIX,,CBAF,M66,"9MU 10-11-43 322S ""VL-N"" 9-9-44 Collided with MK208 over Kent in cloud and crashlanded CE 16-9-44 F/O L D Wolters killed"
MJ461,LFIX,,CBAF,M66,9MU 8-11-43 83GSU 23-8-44 412S 21-9-44 FAAC 29-9-44 ros GAL 29-11-44 MedAAF 12-5-45 SOC 14-3-46
MJ462,LFIX,,CBAF,M66,39MU 7-11-43 29MU 7-11-43 FAAC 15-11-43 RAE 3-44 66S 8-6-44 453S 5-10-44 3501SU 9-10-44 2APU 7-6-45 MedAAF 26-6-45 Middle East 26-7-45 REAF 26-9-46
MJ463,LFIX,,CBAF,M66,9MU 13-11-43 GAL 9-9-44 83GSU 6-10-44 442S 24-10-44 410RSU [29-3-45] Hit while attacking train and abandoned over enemy territory 26-3-45
MJ464,LFIX,,CBAF,M66,9MU 13-11-43 AST 20-6-44 84GSU 6-7-44 441S 17-8-44 FAAC 21-9-44 409RSU 26-10-44 442S 25-1-45 [CAC ops 22-3-45] Shot down by flak nr Rheine 24-2-45 F/Lt J G Doyle baled out but killed
MJ465,LFIX,,CBAF,M66,"9MU 6-11-43 83GSU 7-10-44 326S 5-4-45 Armee de l""Air 4-12-45 GC1/1"
MJ466,LFIX,,CBAF,M66,9MU 10-11-43 GAL 30-8-44 442S 19-10-44 Hit by flak when attacking a train abandoned nr Dorsten 28-10-44
MJ467,LFIX,,CBAF,M66,9MU 13-11-43 GAL 19-6-44 83GSU 19-8-44 308S 31-8-44 Ran out of fuel and force-landed nr Brussels 1-1-45
MJ468,LFIX,,CBAF,M66,33MU 16-11-43 405ARF 24-2-44 411S FAAC 410RSU 29-6-44 411S 13-7-44 AST 22-9-44 MedAAF 20-4-45 Middle East 2-8-45 RHAF 27-3-47
MJ469,LFIX,,CBAF,M66,9MU 8-11-43 GAL 25-8-44 [469S] CAC ops 26-11-44 RNethAF 30-7-46 as H-9 322S written off 22-2-52
MJ470,LFIX,,CBAF,M66,9MU 10-11-43 GAL 29-8-44 412S 23-11-44 CAC ops 29-12-44 412S 11-1-45 CB ops 8-2-45 sold scrap H.Baty 10-11-49
MJ471,LFIX,,CBAF,M66,"33MU 14-11-43 442S 13-3-44 602S 28-9-44 Westland 14-10-44 331S ""FN-V"" 30-4-45 RNoAF 21-9-45 331skv ""A-AP"" and ""FN-B"" 332skv 3-49 331skv 4-51 storage 1-52"
MJ472,LFIX,,CBAF,M66,33MU 22-11-43 82MU 3-12-43 City of Leeds 21-1-44 Casablanca 17-2-44 SOC 31-5-45
MJ473,LFIX,,CBAF,M66,33MU 15-11-43 84GSU 23-3-44 441S Shot down by Fw190 nr Mons on sweep to Lille 5-5-44 P/O P A McLachlan killed
MJ474,LFIX,,CBAF,M66,9MU 30-11-43 83GSU 20-5-44 411S 22-6-44 CAC ops 18-8-44 411S 28-9-44 132S 5-10-44 Scottish Aviation 4-1-45 MedAAF 2-6-45 RHAF 30-1-47
MJ475,LFIX,,CBAF,M66,"39MU 13-11-43 GAL 8-8-44 308S 19-10-44 317S 29-8-45 ? 326S 31-5-45 Armee de l""Air 4-12-45 GC2/7"
MJ476,LFIX,,CBAF,M66,33MU 18-11-43 84GSU 23-3-44 331S 8-6-44 453S 1-10-44 3501SU 9-11-44 FCCS Northolt 31-5-45 sold VA 5-12-49
MJ477,LFIX,,CBAF,M66,33MU 16-11-43 129S 29-12-43 504S 3-3-44 310S 8-6-44 441S 13-7-44 443S 24-8-44 83GSU CommSqn 1-3-45 Miles Aircraft 6-3-45 sold scrap R.J.Coley 9-2-50
MJ478,LFIX,,CBAF,M66,"9MU 13-11-43 83GSU 28-8-44 127Wng HQ 31-8-44 421S 21-12-44 326S 5-4-45 Armee de l""Air GC1/4"
MJ479,LFIX,,CBAF,M66,9MU 29-11-43 52MU 26-5-44 GAL 25-8-44 401S 12-10-44 FACB 9-12-44 FACB ff to 39MU 14-3-45 RNethAF 12-7-46 as H-10 written off 10-7-53
MJ480,LFIX,,CBAF,M66,33MU 14-11-43 405ARF 11-2-44 403S Abandoned 15m N of Dieppe 19-5-44 F/O R H Smith killed
MJ481,LFIX,,CBAF,M66,9MU 29-11-43 3501SU 17-6-44 1S 26-6-44 Jettisoned tanks at Dutch coast due to spotting other aircraft then encountered bad weather nr the Schelde estuary along with MK867 27-9-44 W/O E R Andrews killed
MJ482,LFIX,,CBAF,M66,9MU 13-11-43 Miles Aircraft 27-6-44 83GSU 19-8-44 131Wng HQ 31-8-44 317S CB ops 14-10-44 4FSCU Dyce 17-5-45 165S 66S 2-9-46 sold BAF 10-7-48 as SM-19
MJ483,LFIX,,CBAF,M66,39MU 15-11-43 47MU 24-11-43 Fort George 4-12-43 Casablanca 22-12-43 43S Missing off Anzio 4-5-44
MJ484,LFIX,,CBAF,M66,33MU 22-11-43 84GSU 23-3-44 Miles Aircraft 30-11-44 129S 16-5-45 Collided with RK806 on landing Puhlsbuttel FACE 8-11-45
MJ485,LFIX,,CBAF,M66,33MU 14-11-43 84GSU 23-3-44 412S 22-6-44 Hit by flak while attacking MT 12-8-44
MJ498,LFIX,,CBAF,M66,39MU 24-11-43 341S 9-2-44 FTR ops 22-6-44 bboc 84GSU 9-7-44 402S 11-8-44 storage 26-3-45
MJ499,LFIX,,CBAF,M66,33MU 25-11-43 84GSU 23-3-44 312S out of fuel crashed attempt landing Portsmouth CE 11-6-44 413RSU 15-6-4
MJ500,LFIX,,CBAF,M66,"9MU 12-11-43 GAL 29-8-44 FAAC 21-9-44 ros 1OADU 19-1-45 FACB 25-2-45 ASTH 23-5-45 Armee de l""Air 13-8-46"
MJ501,LFIX,,CBAF,M66,9MU 17-11-43 AST 6-6-44 317S 22-6-44 ros 12-9-44 AST 22-9-44 MedAAF 5-4-45 Overshot landing into ditch Peretola CE 20-4-45
MJ502,LFIX,,CBAF,M66,33MU 17-11-43 485S 2-1-44 349S 8-6-44 332S 22-6-44 Scottish Aviation 6-12-44 MedAAF 5-4-45 Ran out of fuel and belly-landed nr Catania CE 14-4-45 SOC 14-6-45
MJ503,LFIX,,CBAF,M66,"33MU 15-11-43 308S 3-5-44 84GSU 22-6-44 132S CAC ops 7-7-44 453S ""FU-A"" 20-7-44 Shot down in flames by flak nr Lisieux 27-7-44 W/O A H J Harris killed"
MJ504,LFIX,,CBAF,M66,9MU 17-11-43 441S 29-6-44 421S 5-10-44 enemy action 21-10-44 412S 15-2-45 Drop tank caught fire force landed nr front lines aircraft turned over on fire 28-4-45 F/O G M Horter had broken arm and hung upside down in his cockpit for 40 hrs above a ditch filled with water
MJ505,LFIX,,CBAF,M66,39MU 23-11-43 82MU 3-12-43 Fanad Head 24-12-43 Casablanca 8-1-44 MedAAF 31-1-44 USAAF 29-2-44 Crashed on landing from air test FACE 3-6-44
MJ506,LFIX,,CBAF,M66,33MU 22-11-43 82MU 3-12-43 Fanad Head 24-12-43 Casablanca 8-1-44 MedAAF 31-1-44 USAAF 29-2-44 40SAAF 31-5-44 Undershot approach and hit EN350 and MH614 Rimini 12-10-44
MJ507,LFIX,,CBAF,M66,9MU 29-11-43 GAL 29-6-44 308S CAC ops 6-9-44 411RSU 21-12-44 MedAAF 1-6-45 RHAF 27-2-47
MJ508,LFIX,,CBAF,M66,33MU 22-11-43 222MU 2-1-44 Eurybates 2-3-44 Hapmat 23-4-44 Basrah 6-5-44 USSR
MJ509,LFIX,,CBAF,M66,39MU 18-11-43 310S Lost power on take-off and bellylanded Manston CAC 15-5-44 ros recat E 18-9-44
